,stroma_ad_carcinoma_FA_HN14_4_no_tumorales.csv,carcinoma_FA_HN11A_4_no_tumorales.csv,carcinoma_FA_HN11A_1_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_no_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_no_tumorales.csv,dysplasia_FA_HN11A_1_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_1_no_tumorales.csv,carcinoma_FA_HN14_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_no_tumorales.csv,dysplasia_FA_HN15_3_no_tumorales.csv,dysplasia_FA_HN15_2_no_tumorales.csv,carcinoma_FA_HN14_1_no_tumorales.csv,carcinoma_FA_HN14_3_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_no_tumorales.csv,carcinoma_FA_HN11A_5_no_tumorales.csv,carcinoma_FA_HN14_4_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_no_tumorales.csv,carcinoma_FA_HN11A_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_5_no_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_no_tumorales.csv,dysplasia_FA_HN11A_4_no_tumorales.csv,dysplasia_FA_HN11A_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_no_tumorales.csv,dysplasia_FA_HN14_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_no_tumorales.csv,carcinoma_FA_HN15_2_no_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_no_tumorales.csv,dysplasia_FA_HN11A_2_no_tumorales.csv,dysplasia_FA_HN14_1_no_tumorales.csv,dysplasia_FA_HN15_5_no_tumorales.csv,carcinoma_FA_HN11A_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_no_tumorales.csv,stroma_ad_dysplasia_FA_HN15_4_no_tumorales.csv,dysplasia_FA_HN11A_5_no_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_no_tumorales.csv,carcinoma_FA_HN15_1_no_tumorales.csv
stroma_ad_dysplasia_FA_HN11A_4_no_tumorales.csv,5951.430222569886,1097.556939846447,516.2246005218315,6326.581395686624,4138.407973722244,8295.877711106308,1332.2723014932324,4139.377513585793,3550.9046022101975,599.7577894435356,0.0,2470.6062901840633,1021.3719505956453,2060.193456838397,1623.2840213963082,734.8850706213614,424.1773039168294,687.2123270776051,3113.9469751560164,710.2754242994196,453.6581080471883,5767.36725149474,924.8555176831446,5807.0001823783,4534.883320385696,1797.7728277071415,1154.864819471445,2168.2708646061355,723.8697479156092,831.070548800988,2383.9834850678853,2623.3521898251324,1222.584520049582,3007.9256235695684,1676.6342347705354,1765.7600906354487,2552.9945631329992,697.9220697997173,1161.1580188583146,1498.0600217175338,5611.187199733991,7407.669259048797,927.8218776901454,740.9747739562597,898.936914424281,1842.0036405361548
stroma_ad_dysplasia_FA_HN15_1_no_tumorales.csv,4584.42471029151,3503.1706074722583,2611.942880065443,4054.0831544633606,1884.1484792357871,5887.660209975709,1703.709231182524,1881.522857928796,1223.0783024554514,2339.784077366413,2470.6062901840633,0.0,3347.320627416167,1611.014834407992,4048.960293951121,2965.6119791600195,2661.071591061334,2891.8547819390988,1242.9724688197862,3087.9919797453686,2562.075935770837,4325.240685880168,3238.3957276843066,3380.595088344304,2584.416880758372,843.3097126835527,1811.4952945881826,671.1389049620427,2482.422799827055,3012.923460578649,717.1428562598068,615.2319836396672,1649.328531789884,847.6745780957631,1582.0304198775382,1322.248696906574,501.87165473447965,2506.80767632754,3419.7649070288367,3877.3308230737953,3387.5478812371002,5045.203665055334,1845.7601080206887,1876.2354256725907,1930.6742616089193,1464.137909305185
carcinoma_FA_HN14_2_no_tumorales.csv,6564.243077644055,517.4391478941998,869.4867443520335,7127.013676338231,4798.737239229086,9076.31742693436,2309.2771795378044,4843.441078843471,4497.603862544858,1107.057306215338,1021.3719505956453,3347.320627416167,0.0,3050.5841721892743,1158.524937774381,395.172907750173,756.9552620874852,564.5326207771831,3866.6404925058714,497.48423308462617,834.1567288168461,6414.105707554359,604.5674262666739,6664.829118192255,5188.173077795156,2725.8557648625333,2112.389287911672,3100.6009161064194,1008.4234975373495,802.4959640702886,3145.758502027691,3561.953075354187,1841.526533105107,3755.0630065049945,2614.714962514182,2636.662432163491,3408.2507204112626,973.080598234323,268.1347842325508,555.7474638957503,6304.073054377937,8148.750285697813,1879.627892909304,1490.724835254707,1835.368549084953,2775.8875551853334
stroma_ad_carcinoma_FA_HN15_4_no_tumorales.csv,5944.235586292274,2989.2148050048204,2220.9736025233096,5633.6656054884825,3463.3931848186007,7278.83287613731,849.9425481421712,3360.2549919507055,2115.4716025901707,2152.1013069973683,2060.193456838397,1611.014834407992,3050.5841721892743,0.0,3407.3058702145627,2690.9357998773694,2310.2679930251265,2550.5500014503373,2673.130851498245,2675.9527933866966,2301.7189880259693,5723.232174689822,2809.000100240013,4612.626149805673,4132.4312367899465,1256.2544979229388,1054.3289556051484,1711.5698705785856,2181.9153917898725,2518.3755815761715,1680.687842857948,1662.6689787514047,1602.7722494427514,2390.129908704029,831.1860311160659,1157.1904847526423,1897.135077999662,2354.823085084308,3160.9587095966654,3528.723777115863,4967.306528193696,6510.0833737667335,1265.1646499576925,1621.4240553925406,1255.3738612239301,755.8543290038488
dysplasia_FA_HN15_3_no_tumorales.csv,7506.180078462213,907.1639893566843,1472.0145783735043,7924.933635735351,5723.169962161386,9899.515616789282,2747.706922980324,5728.981213187979,5073.050322920295,1795.1739388578612,1623.2840213963082,4048.960293951121,1158.524937774381,3407.3058702145627,0.0,1331.2512568122227,1565.2250364354109,1346.5717062014405,4715.157913943949,1207.1390529171151,1581.0697895402702,7335.823191735858,1159.4628291786291,7410.501120090883,6110.132463709797,3375.0142884815673,2645.4455897201597,3714.445136914705,1893.5613229947453,1403.1060278537304,3981.5602187618456,4172.941982301301,2790.9491358567943,4593.537631192007,2937.3606874031625,3356.128936105349,4153.5257538088235,1949.214759412235,1138.821172359539,1082.7886255533108,7192.420504522497,9004.469697547647,2356.52078580953,2322.8774162388186,2251.287004781533,3239.5669659918026
dysplasia_FA_HN15_2_no_tumorales.csv,6229.6095429379075,669.3717124824631,493.9089607636049,6753.570798782499,4456.463577768685,8707.331304841826,1951.0585303556556,4474.899381099562,4115.9317917405415,725.2375564504757,734.8850706213614,2965.6119791600195,395.172907750173,2690.9357998773694,1331.2512568122227,0.0,524.1174070015627,374.8425581279806,3500.0987302120966,650.3767472663376,474.1341016317966,6059.367198860616,776.3898746423015,6289.056523542262,4833.073465032031,2342.2556416035395,1728.7390666750928,2720.099740215435,1152.397075765049,888.5991832632307,2776.650055575457,3182.7671613965476,1516.8408490491609,3389.3717647592803,2351.0504102572536,2268.817440613648,3026.648005933656,658.6151251970417,538.4287030870294,922.0060028681287,5937.941536773693,7780.45569280897,1509.1548265013648,1179.1196400304548,1561.6728484869866,2534.1737275895066
carcinoma_FA_HN14_1_no_tumorales.csv,6017.260730975665,894.8015525242863,377.5705461565445,6496.339863877821,4243.657726810199,8475.685480482867,1676.6140876235022,4262.788043802945,3800.3654163821852,528.7064903470973,424.1773039168294,2661.071591061334,756.9552620874852,2310.2679930251265,1565.2250364354109,524.1174070015627,0.0,366.7441188292146,3283.3263664501605,571.7441430121288,441.1034495479662,5847.08052481717,781.2645123048765,6017.074683331484,4620.468930824011,2037.0952621972249,1397.791185636877,2402.2987709474505,902.2759795339102,691.2345591305091,2540.9292134568564,2872.055471008476,1310.7231585789636,3165.765594632303,1917.355962251122,2001.2986851727849,2762.4357978102976,497.3581029477279,899.8352254358645,1244.2336052429353,5723.358376476719,7566.875577805682,1154.5251991909845,958.4820103678323,1149.2227460803535,2071.262018271385
carcinoma_FA_HN14_3_no_tumorales.csv,6286.41753874033,677.8663671021802,434.64972114644235,6740.451239337025,4501.835150357793,8718.332658255698,1900.6922433389063,4515.509746944735,4006.0870637470616,650.5584776126226,687.2123270776051,2891.8547819390988,564.5326207771831,2550.5500014503373,1346.5717062014405,374.8425581279806,366.7441188292146,0.0,3521.0911538193695,619.3713686186904,511.2521293805652,6104.153113478922,808.4589082349659,6253.997617031312,4878.475095498906,2248.2777736246017,1593.6289799135027,2610.6226868724784,1138.5247101210534,780.8671476860502,2776.580531629979,3076.2680877881594,1565.3964887693146,3402.5650201282047,2170.894796517846,2213.4524222779137,2994.181653617298,733.9664661807191,725.9864170835308,1071.9953985117997,5969.619422431706,7806.700529460688,1357.833570192422,1186.1919616843188,1397.5124062756672,2329.6754031405235
stroma_ad_carcinoma_FA_HN14_2_no_tumorales.csv,3374.304728143667,4132.367980572908,3264.5819896984117,3370.155873722319,1150.5944334438793,5252.198515053486,2634.133583344944,1474.4363348112383,1447.4799783752203,2930.683793295118,3113.9469751560164,1242.9724688197862,3866.6404925058714,2673.130851498245,4715.157913943949,3500.0987302120966,3283.3263664501605,3521.0911538193695,0.0,3718.1342929460498,3150.9574540409694,3117.9441418726774,3844.4709001665756,2898.348872421149,1564.531645197406,1711.6934343665012,2815.2195478611734,1148.1014513408295,3053.464117641623,3602.166040283204,1217.626335498169,1097.4648494298312,2086.445358183891,753.8942918118556,2568.110869147609,2393.528082553173,1018.2681220427812,2908.5693548117547,3906.8509635859505,4377.428478745329,2535.7740389237,4324.087864521537,2653.33078155622,2426.559678962677,2766.2964988825997,2613.6600768644194
carcinoma_FA_HN11A_5_no_tumorales.csv,6469.674502088794,537.1828731155643,551.8709857702486,6929.270272798612,4702.909025270633,8906.356154432387,1965.463892269955,4722.68465243703,4198.938357162092,889.8145986458865,710.2754242994196,3087.9919797453686,497.48423308462617,2675.9527933866966,1207.1390529171151,650.3767472663376,571.7441430121288,619.3713686186904,3718.1342929460498,0.0,697.9590017190744,6293.601683018379,415.39125402718884,6445.1375652477955,5066.048752215464,2458.7205101471673,1783.7122057663946,2795.6198601489536,880.2421535672231,540.5666082671487,2983.560925869267,3265.082898762935,1757.1456910678148,3591.832743310237,2234.0497140755824,2425.786928720478,3186.2979991131438,920.2251830915734,654.3542434463174,864.6872961145029,6177.076068421888,8005.5331016593,1540.709802387661,1315.382528358221,1460.8663199507507,2431.374157546267
carcinoma_FA_HN14_4_no_tumorales.csv,5998.810392567347,991.6976568826074,461.7941386147005,6365.190640062704,4154.018868392766,8340.259432214018,1560.3199450382278,4161.513111913291,3683.8635145300996,412.10063487535143,453.6581080471883,2562.075935770837,834.1567288168461,2301.7189880259693,1581.0697895402702,474.1341016317966,441.1034495479662,511.2521293805652,3150.9574540409694,697.9590017190744,0.0,5797.745726709562,890.286375772814,5879.3104944595,4551.758703727367,1927.5178982911643,1334.381533272192,2318.2647987819028,830.5246452598305,826.8916051113223,2417.744940498957,2754.1913880258676,1234.1259763015591,3025.1467298924576,1992.979979817642,1860.6698011448698,2642.262546302325,511.3268661677637,937.8189296318403,1359.8046272889121,5622.754757280088,7439.224585710593,1160.5407129203859,925.382232645708,1218.4911743874295,2191.9420889185276
stroma_ad_carcinoma_FA_HN14_5_no_tumorales.csv,540.0391759720494,6708.402290026551,5926.058666097851,1215.9028454917063,3244.5667361824862,5145.0679609616545,5566.660915989915,3712.130603651889,4354.8359004855065,5655.657328160831,5767.36725149474,4325.240685880168,6414.105707554359,5723.232174689822,7335.823191735858,6059.367198860616,5847.08052481717,6104.153113478922,3117.9441418726774,6293.601683018379,5797.745726709562,0.0,6451.645312639079,3155.6898532313353,2214.5557532071252,4700.302473402257,5809.110168055696,4136.858110661674,5767.278355093406,6286.206640293455,4216.153560333788,4139.074195136551,4802.6002835035515,3676.1805885398003,5649.305653727909,5495.843527063924,4056.2757671186064,5457.628074235727,6461.697757986818,6926.312483277027,1967.265899450645,4032.330295097776,5584.491861058209,5156.075457237687,5662.143022912266,5711.034463397708
carcinoma_FA_HN11A_2_no_tumorales.csv,6642.396346652593,414.59184183953005,771.2791188643989,7057.683058650368,4844.756972709184,9033.93365674626,2131.2056353969897,4854.122781062154,4375.837053206605,1044.7030824655246,924.8555176831446,3238.3957276843066,604.5674262666739,2809.000100240013,1159.4628291786291,776.3898746423015,781.2645123048765,808.4589082349659,3844.4709001665756,415.39125402718884,890.286375772814,6451.645312639079,0.0,6587.1570870261185,5223.079440780955,2613.209955294192,1962.227984952044,2979.7587294065083,916.6360422776304,451.0766454654017,3109.8252389970153,3443.9735614550696,1902.0755019325227,3719.286160956265,2341.1534195916715,2571.0853287561154,3328.0663307874597,1134.1409948227893,564.188593520324,735.5368027985472,6311.574266773181,8132.596380026756,1716.0109374060744,1452.239099798639,1631.0898271441856,2594.331224751409
stroma_ad_carcinoma_FA_HN15_2_no_tumorales.csv,3590.263128554381,6860.957627393914,5973.290074097855,2305.6529360489358,2061.204001471057,2987.404020998134,4954.987270673995,2035.4242444038555,2547.3938658229085,5630.314323202461,5807.0001823783,3380.595088344304,6664.829118192255,4612.626149805673,7410.501120090883,6289.056523542262,6017.074683331484,6253.997617031312,2898.348872421149,6445.1375652477955,5879.3104944595,3155.6898532313353,6587.1570870261185,0.0,1947.1202190433603,4104.406477513785,4958.648925312614,3727.5491132163797,5798.871900657553,6365.05202236075,3636.1724802502445,3302.286216027706,4919.479931073015,2986.692252746686,4795.997995275467,4180.762479932596,3294.414216477461,5782.3112671455,6731.249109774635,7190.545977417588,1354.156758499472,2033.236460581464,5143.200326825852,5189.117703199832,5238.324202235198,4356.581037929796
stroma_ad_dysplasia_FA_HN14_2_no_tumorales.csv,2583.347719964541,5482.939070560804,4684.902048940718,2192.0362971198006,1174.6889279856612,4533.557898088152,4137.431923444757,1751.3612804954896,2380.4408126505396,4394.516549915066,4534.883320385696,2584.416880758372,5188.173077795156,4132.4312367899465,6110.132463709797,4833.073465032031,4620.468930824011,4878.475095498906,1564.531645197406,5066.048752215464,4551.758703727367,2214.5557532071252,5223.079440780955,1947.1202190433603,0.0,3198.6472557902816,4309.364462245368,2661.6388130736736,4497.770597019156,5019.3947476236945,2614.673045549044,2548.3305395656935,3386.0358665172503,1800.831334413749,4015.9435544521957,3745.846972067057,2294.996351355597,4230.025730079976,5238.676737591228,5701.224033968749,1210.6556080219582,3333.430741322543,4164.365524309955,3865.248665747491,4285.251662746796,4010.0137803574885
stroma_ad_dysplasia_FA_HN11A_2_no_tumorales.csv,4934.145660701897,2871.288977690713,1957.6846132785977,4767.140272191609,2607.435237666578,6647.722819428374,998.7451420064867,2627.1308770031824,1834.7486569179223,1665.5028017993775,1797.7728277071415,843.3097126835527,2725.8557648625333,1256.2544979229388,3375.0142884815673,2342.2556416035395,2037.0952621972249,2248.2777736246017,1711.6934343665012,2458.7205101471673,1927.5178982911643,4700.302473402257,2613.209955294192,4104.406477513785,3198.6472557902816,0.0,1141.9752701333132,910.4303423305282,1869.467936458572,2398.966973381334,803.0591660657938,988.0979350976063,1094.95427038782,1530.0784809076174,1351.7991616046324,1188.0053174648378,1159.9963556173243,1858.6677372731306,2798.747825007328,3253.252937037152,4117.100334247583,5806.089149268476,1117.4436530238647,1276.8743958658831,1218.2872965644074,1387.9491690228476
stroma_ad_dysplasia_FA_HN15_5_no_tumorales.csv,6048.24119481684,2177.032321328023,1273.2595347373508,5835.021948154999,3668.472015562437,7591.06598239215,839.6821041327714,3587.073468036655,2465.75665830677,1163.450998276303,1154.864819471445,1811.4952945881826,2112.389287911672,1054.3289556051484,2645.4455897201597,1728.7390666750928,1397.791185636877,1593.6289799135027,2815.2195478611734,1783.7122057663946,1334.381533272192,5809.110168055696,1962.227984952044,4958.648925312614,4309.364462245368,1141.9752701333132,0.0,1844.8912760916533,1300.5302307396007,1708.6053017648928,1761.3723083434343,1827.7929452965946,1081.6443425712353,2578.098387589888,1114.7339558672556,893.077155699006,2090.1979694456522,1383.7886645887904,2200.3436144430516,2620.472411098576,5173.8673777962995,6783.7061008725395,556.2046141526412,1144.9025832804423,666.8428545931124,1154.8772170479515
