,topology_ad_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_19_clean_no_tumorales.csv,topology_dysplasia_19_clean_no_tumorales.csv,topology_carcinoma_11_clean_no_tumorales.csv,topology_ad_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_5_clean_no_tumorales.csv,topology_carcinoma_20_clean_no_tumorales.csv,topology_ad_carcinoma_14_clean_no_tumorales.csv,topology_ad_carcinoma_3_clean_no_tumorales.csv,topology_carcinoma_14_clean_no_tumorales.csv,topology_dysplasia_18_clean_no_tumorales.csv,topology_ad_dysplasia_2_clean_no_tumorales.csv,topology_ad_carcinoma_11_clean_no_tumorales.csv,topology_carcinoma_3_clean_no_tumorales.csv,topology_ad_dysplasia_4_clean_no_tumorales.csv,topology_ad_carcinoma_9_clean_no_tumorales.csv,topology_ad_dysplasia_3_clean_no_tumorales.csv,topology_carcinoma_16_clean_no_tumorales.csv,topology_ad_carcinoma_12_clean_no_tumorales.csv,topology_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_16_clean_no_tumorales.csv,topology_carcinoma_12_clean_no_tumorales.csv,topology_ad_carcinoma_10_clean_no_tumorales.csv,topology_ad_dysplasia_7_clean_no_tumorales.csv,topology_ad_carcinoma_8_clean_no_tumorales.csv,topology_carcinoma_15_clean_no_tumorales.csv,topology_ad_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_4_clean_no_tumorales.csv,topology_dysplasia_1_clean_no_tumorales.csv,topology_carcinoma_6_clean_no_tumorales.csv,topology_ad_carcinoma_15_clean_no_tumorales.csv,topology_carcinoma_8_clean_no_tumorales.csv,topology_dysplasia_11_clean_no_tumorales.csv,topology_ad_carcinoma_1_clean_no_tumorales.csv,topology_dysplasia_14_clean_no_tumorales.csv,topology_ad_carcinoma_13_clean_no_tumorales.csv,topology_ad_carcinoma_6_clean_no_tumorales.csv,topology_dysplasia_3_clean_no_tumorales.csv,topology_ad_dysplasia_8_clean_no_tumorales.csv,topology_dysplasia_13_clean_no_tumorales.csv,topology_carcinoma_9_clean_no_tumorales.csv,topology_carcinoma_10_clean_no_tumorales.csv,topology_dysplasia_7_clean_no_tumorales.csv,topology_dysplasia_6_clean_no_tumorales.csv,topology_dysplasia_15_clean_no_tumorales.csv,topology_ad_dysplasia_9_clean_no_tumorales.csv,topology_dysplasia_10_clean_no_tumorales.csv,topology_carcinoma_13_clean_no_tumorales.csv,topology_carcinoma_1_clean_no_tumorales.csv,topology_ad_carcinoma_5_clean_no_tumorales.csv,topology_ad_carcinoma_2_clean_no_tumorales.csv,topology_dysplasia_9_clean_no_tumorales.csv,topology_carcinoma_17_clean_no_tumorales.csv,topology_dysplasia_12_clean_no_tumorales.csv,topology_ad_dysplasia_10_clean_no_tumorales.csv,topology_dysplasia_4_clean_no_tumorales.csv,topology_carcinoma_5_clean_no_tumorales.csv,topology_carcinoma_2_clean_no_tumorales.csv,topology_ad_dysplasia_6_clean_no_tumorales.csv,topology_carcinoma_7_clean_no_tumorales.csv,topology_carcinoma_18_clean_no_tumorales.csv,topology_ad_dysplasia_5_clean_no_tumorales.csv,topology_dysplasia_2_clean_no_tumorales.csv
topology_dysplasia_18_clean_no_tumorales.csv,50.39184188,132.9625014,72.90503284,96.83420201,40.15111796,69.07290537,139.0785095,68.87875774,73.12583068,54.87550637,0,42.98728803,39.90922958,98.30685554,20.33272379,36.82017768,33.62568256,90.15619447,28.22823892,229.5949204,40.64657934,86.25061084,64.28371588,94.58740729,44.05110102,132.3143253,29.87740672,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,28.53874267,28.34807471,73.12617614,25.38025889,80.42099,27.92454263,101.3881407,84.68996692,70.5774839,26.80849557,103.964295,8.692774061,27.5856883,63.71660644,81.79410144,115.9176484,54.7551842,35.94453043,91.87133764,97.45496456,74.94484855,37.47210669,89.62638917,115.3970015,92.18752329,43.45086679,80.64696588,137.6194359,46.72665304,107.8171999
topology_ad_dysplasia_2_clean_no_tumorales.csv,37.44458966,132.9625014,72.90503284,96.83420201,29.61992868,69.07290537,139.0785095,68.87875774,70.20587508,54.87550637,42.98728803,0.00E+00,28.56464202,98.30685554,32.55579228,36.82017768,17.97913094,90.15619447,26.98403494,229.5949204,42.98728803,86.25061084,39.40784966,94.58740729,13.17493818,132.3143253,23.27629922,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,19.53047905,42.98728803,69.85355257,21.25715889,80.42099,29.74513485,101.3881407,84.68996692,70.5774839,33.77006251,103.964295,42.98728803,22.00336617,63.71660644,81.79410144,115.9176484,41.16084222,22.82935762,91.87133764,97.45496456,74.94484855,20.66681445,89.62638917,115.3970015,92.18752329,24.29729531,80.64696588,137.6194359,18.42103081,107.8171999
topology_ad_carcinoma_11_clean_no_tumorales.csv,32.1810458,132.9625014,72.90503284,96.83420201,17.57239318,69.07290537,139.0785095,68.87875774,63.8306797,54.87550637,39.90922958,28.56464202,0.00E+00,98.30685554,32.34726202,21.93430738,16.04484718,90.15619447,25.16504376,229.5949204,40.64657934,86.25061084,31.60793563,94.58740729,23.71285903,132.3143253,31.8925647,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,26.1678863,36.8654052,63.4783572,24.0516312,80.42099,27.28671958,101.3881407,84.68996692,70.5774839,33.76822851,103.964295,39.90922958,24.55840276,63.71660644,81.79410144,115.9176484,41.16084222,19.55235666,91.87133764,97.45496456,74.94484855,11.25586539,89.62638917,115.3970015,92.18752329,11.24814191,80.64696588,137.6194359,18.33941329,107.8171999
topology_carcinoma_3_clean_no_tumorales.csv,98.30685554,66.40583121,98.30685554,96.71085099,98.30685554,82.62779286,63.95702224,98.30685554,98.30685554,98.30685554,98.30685554,98.30685554,98.30685554,0.00E+00,98.30685554,98.30685554,98.30685554,87.97623749,98.30685554,229.5949204,88.10497468,97.12564486,98.30685554,97.12564486,98.30685554,62.08555675,98.30685554,64.60657686,70.40961625,52.63742877,98.30685554,98.30685554,97.12564486,98.30685554,92.56748033,98.30685554,98.30685554,66.18927812,98.30685554,101.3881407,97.12564486,59.08811931,98.30685554,103.964295,98.30685554,98.30685554,98.30685554,97.12564486,93.58223107,98.30685554,98.30685554,98.30685554,48.66113027,97.10648567,98.30685554,89.2427197,88.0318855,60.32767596,98.30685554,97.12564486,77.62870938,98.30685554,81.19496597
topology_ad_dysplasia_4_clean_no_tumorales.csv,46.28992142,132.9625014,72.90503284,96.83420201,39.27018233,69.07290537,139.0785095,68.87875774,73.12583068,54.87550637,20.33272379,32.55579228,32.34726202,98.30685554,0.00E+00,36.82017768,24.55921645,90.15619447,26.98403494,229.5949204,40.64657934,86.25061084,63.95519765,94.58740729,34.37020714,132.3143253,15.02156939,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,14.43436544,28.34807471,73.12617614,15.29814738,80.42099,27.01044222,101.3881407,84.68996692,70.5774839,26.80849557,103.964295,20.33272379,16.75531664,63.71660644,81.79410144,115.9176484,54.7551842,27.16697366,91.87133764,97.45496456,74.94484855,30.01483548,89.62638917,115.3970015,92.18752329,42.57642196,80.64696588,137.6194359,43.71495721,107.8171999
topology_ad_carcinoma_9_clean_no_tumorales.csv,34.17385175,132.9625014,72.90503284,96.83420201,18.14091717,69.07290537,139.0785095,68.87875774,45.37608629,53.30211275,36.82017768,36.82017768,21.93430738,98.30685554,36.82017768,0.00E+00,34.49944058,90.15619447,20.66460188,229.5949204,40.64657934,86.25061084,43.19246569,94.58740729,32.31222648,132.3143253,36.82017768,104.5451955,116.85414,112.3892938,79.67103095,60.26924053,74.76301457,36.82017768,36.82017768,45.02376379,36.82017768,80.42099,29.05936662,101.3881407,84.68996692,70.5774839,30.77786555,103.964295,36.82017768,36.82017768,63.71660644,81.79410144,115.9176484,41.16084222,25.05361328,91.87133764,97.45496456,74.94484855,24.91007926,89.62638917,115.3970015,92.18752329,23.79661815,80.64696588,137.6194359,28.31858046,107.8171999
topology_ad_dysplasia_3_clean_no_tumorales.csv,37.44458966,132.9625014,72.90503284,96.83420201,33.61724035,69.07290537,139.0785095,68.87875774,73.12583068,54.87550637,33.62568256,17.97913094,16.04484718,98.30685554,24.55921645,34.49944058,0.00E+00,90.15619447,26.43470993,229.5949204,40.64657934,86.25061084,46.23405129,94.58740729,16.64906079,132.3143253,22.21272951,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,16.4740487,33.62568256,73.12617614,16.1188988,80.42099,28.24817559,101.3881407,84.68996692,70.5774839,28.52466924,103.964295,33.62568256,21.56549276,63.71660644,81.79410144,115.9176484,41.16084222,11.98087352,91.87133764,97.45496456,74.94484855,15.68288493,89.62638917,115.3970015,92.18752329,24.85527561,80.64696588,137.6194359,25.99381085,107.8171999
topology_carcinoma_16_clean_no_tumorales.csv,90.15619447,106.5568316,90.15619447,90.15619447,90.15619447,86.97637146,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,87.97623749,90.15619447,90.15619447,90.15619447,0.00E+00,90.15619447,229.5949204,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,76.64305376,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,101.3881407,90.15619447,90.15619447,90.15619447,103.964295,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,89.53046123,90.15619447,90.15619447,90.15619447,88.66592972,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447,90.15619447
topology_ad_carcinoma_12_clean_no_tumorales.csv,41.63141676,132.9625014,72.90503284,96.83420201,19.32453893,69.07290537,139.0785095,68.87875774,53.7633304,54.87550637,28.22823892,26.98403494,25.16504376,98.30685554,26.98403494,20.66460188,26.43470993,90.15619447,0.00E+00,229.5949204,40.64657934,86.25061084,54.47750705,94.58740729,27.18798889,132.3143253,26.98403494,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,26.98403494,28.34807471,53.4110079,26.98403494,80.42099,26.69530047,101.3881407,84.68996692,70.5774839,26.80849557,103.964295,28.22823892,26.98403494,63.71660644,81.79410144,115.9176484,42.65283831,19.1774195,91.87133764,97.45496456,74.94484855,25.35633082,89.62638917,115.3970015,92.18752329,34.19058456,80.64696588,137.6194359,36.53273895,107.8171999
topology_dysplasia_8_clean_no_tumorales.csv,229.5949204,229.5949204,177.3413544,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,0.00E+00,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,196.3300002,229.5949204,223.8145632,229.5949204,155.0322172,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204,229.5949204
topology_dysplasia_16_clean_no_tumorales.csv,50.39184188,115.8543955,72.90503284,96.83420201,40.64657934,49.01156219,129.8066682,68.87875774,73.12583068,54.87550637,40.64657934,42.98728803,40.64657934,88.10497468,40.64657934,40.64657934,40.64657934,90.15619447,40.64657934,229.5949204,0.00E+00,86.25061084,64.28371588,65.88913931,44.05110102,118.1497654,40.64657934,97.39856219,78.90533522,96.04185576,82.61539927,60.26924053,74.76301457,40.64657934,35.71826249,73.12617614,40.64657934,56.49832355,40.64657934,101.3881407,84.68996692,70.5774839,40.64657934,103.964295,40.64657934,40.64657934,63.71660644,81.79410144,96.68240082,54.7551842,40.64657934,91.87133764,64.71451837,74.94484855,40.64657934,89.2427197,115.3970015,91.25140383,43.45086679,78.781946,113.2168339,46.72665304,107.8171999
topology_carcinoma_12_clean_no_tumorales.csv,86.25061084,132.9625014,86.25061084,41.38282509,86.25061084,86.25061084,139.0785095,73.38465737,86.25061084,86.25061084,86.25061084,86.25061084,86.25061084,97.12564486,86.25061084,86.25061084,86.25061084,90.15619447,86.25061084,229.5949204,86.25061084,0.00E+00,86.25061084,90.23668891,86.25061084,132.3143253,84.23477734,104.5451955,103.2528848,105.6833815,78.1141024,60.94019203,57.16408556,86.25061084,82.48316265,86.25061084,86.25061084,79.67547445,86.25061084,101.3881407,47.19911613,70.5774839,86.25061084,103.964295,86.25061084,86.25061084,80.83775041,25.441002,78.20728692,86.25061084,86.25061084,91.87133764,86.57195949,86.25061084,86.25061084,89.2427197,79.76998586,92.18752329,86.25061084,45.99519062,137.5643835,86.25061084,60.76902819
topology_ad_carcinoma_10_clean_no_tumorales.csv,25.43934054,132.9625014,72.90503284,96.83420201,35.64838489,69.07290537,139.0785095,68.87875774,33.64147559,54.87550637,64.28371588,39.40784966,31.60793563,98.30685554,63.95519765,43.19246569,46.23405129,90.15619447,54.47750705,229.5949204,64.28371588,86.25061084,0.00E+00,94.58740729,33.63532993,132.3143253,59.84069871,104.5451955,116.85414,112.3892938,67.93642024,60.26924053,74.76301457,56.09487854,55.03491447,33.28915308,49.7199642,80.42099,36.94475542,101.3881407,84.68996692,70.5774839,45.18681929,103.964295,64.28371588,53.77392734,63.71660644,81.79410144,115.9176484,38.56733966,36.78822399,91.87133764,97.45496456,74.94484855,35.34083195,89.62638917,115.3970015,92.18752329,21.37877569,80.64696588,137.6194359,25.43934054,107.8171999
topology_ad_dysplasia_7_clean_no_tumorales.csv,94.58740729,87.89311425,94.58740729,72.24824977,94.58740729,75.37178151,80.27246897,94.58740729,94.58740729,94.58740729,94.58740729,94.58740729,94.58740729,97.12564486,94.58740729,94.58740729,94.58740729,90.15619447,94.58740729,229.5949204,65.88913931,90.23668891,94.58740729,0.00E+00,94.58740729,106.0603385,94.58740729,97.39856219,68.92427839,96.04185576,94.58740729,94.58740729,81.10777081,94.58740729,85.31146899,94.58740729,94.58740729,56.51210231,94.58740729,101.3881407,78.0340152,64.45208537,94.58740729,103.964295,94.58740729,94.58740729,94.58740729,86.70587621,65.49231593,94.58740729,94.58740729,94.58740729,64.71451837,87.92420812,94.58740729,89.2427197,112.8144061,89.50935224,94.58740729,78.781946,84.45958029,94.58740729,91.23849098
topology_ad_carcinoma_8_clean_no_tumorales.csv,35.39154441,132.9625014,72.90503284,96.83420201,24.76814569,69.07290537,139.0785095,68.87875774,63.22646609,54.87550637,44.05110102,13.17493818,23.71285903,98.30685554,34.37020714,32.31222648,16.64906079,90.15619447,27.18798889,229.5949204,44.05110102,86.25061084,33.63532993,94.58740729,0.00E+00,132.3143253,30.25570821,104.5451955,116.85414,112.3892938,82.61539927,60.26924053,74.76301457,26.50988804,43.12620296,62.87414358,23.41909678,80.42099,34.52880989,101.3881407,84.68996692,70.5774839,34.94585038,103.964295,44.05110102,28.78273324,63.71660644,81.79410144,115.9176484,41.16084222,24.41984834,91.87133764,97.45496456,74.94484855,21.68055184,89.62638917,115.3970015,92.18752329,25.14365991,80.64696588,137.6194359,20.74312117,107.8171999
topology_carcinoma_15_clean_no_tumorales.csv,132.3143253,85.26408795,132.3143253,105.0026551,132.3143253,100.4476542,41.42661682,132.3143253,132.3143253,132.3143253,132.3143253,132.3143253,132.3143253,62.08555675,132.3143253,132.3143253,132.3143253,90.15619447,132.3143253,229.5949204,118.1497654,132.3143253,132.3143253,106.0603385,132.3143253,0.00E+00,132.3143253,73.41874049,69.42951259,70.9839193,132.3143253,132.3143253,132.3143253,132.3143253,109.9989844,132.3143253,132.3143253,74.4810822,132.3143253,132.3143253,128.9793514,77.0240895,132.3143253,132.3143253,132.3143253,132.3143253,125.9118719,132.3143253,64.29002805,132.3143253,132.3143253,132.3143253,75.7614557,132.3143253,132.3143253,89.2427197,64.94616706,58.9391276,132.3143253,110.4853395,46.89142138,132.3143253,96.66033348
